external_gene_name,Uniq_reads_num.5784560.,Uniq_reads_num.5230459.
M01B12.5a,680,387
M01D7.2,509,395
M01D7.5,14,40
M01D7.6,641,401
M01D7.7a,48,37
M01E11.1,244,132
M01E11.2,1233,634
M01E11.4b,25,31
M01E11.4c,284,492
M01E11.5,4716,2150
M01E11.6,766,404
M01E11.7b,89,114
M01E5.2,133,77
M01E5.3c,12,7
M01E5.4,617,383
M01E5.5a,949,515
M01E5.5b,5,5
M01F1.1,14,32
M01F1.2,16500,13486
M01F1.3,443,437
M01F1.5,45,77
M01F1.6,110,85
M01F1.8a,403,276
M01F1.9,1410,830
M01G12.9,77,48
M01G5.3,226,151
M01G5.6,84,62
M01H9.3a,89,119
M01H9.3b,26,42
M01H9.4c,1,3
M02B1.2,3,15
M02B1.3,1295,786
M02B7.3b,1,1
M02B7.7,22,13
M02D8.4a,13,27
M02D8.6,19,47
M02E1.2,1,2
M02F4.3,10,6
M02F4.7,38,7
M02F4.8,825,1687
M02H5.5,5,16
M02H5.6,6,30
M02H5.7,2,6
M03A1.1a,1322,716
M03A1.3,4,4
M03A1.6a,4,6
M03A1.6e,101,84
M03A1.7,6,10
M03A1.8,1,2
M03A8.1,476,693
M03A8.4,185,324
M03B6.1,17,26
M03C11.1,4,8
M03C11.4,1434,827
M03C11.6,82,65
M03C11.7,1590,1182
M03D4.1b,10,6
M03D4.1c,16,10
M03D4.1d,6,1
M03E7.5,394,227
M03F4.2a,193,277
M03F4.6,4,4
M03F4.7a,3390,5030
M04B2.1,2689,1701
M04B2.3,343,206
M04C7.1,2,7
M04D5.3,20,33
M04F3.1,1060,721
M04F3.5,962,547
M04G12.2,182,342
M04G12.3,1,4
M04G12.4a,2,3
M05B5.2,7,24
M05B5.3,5,100
M05B5.4,112,144
M05B5.5a,241,137
M05D6.1,40,212
M05D6.2,1711,929
M05D6.4,423,1016
M05D6.5a,3,4
M05D6.6,178,175
M05D6.8b,2,1
M106.1,2314,1242
M106.3a,1871,1678
M106.4c,1013,840
M106.5,1391,1068
M106.7,214,165
M106.8,194,128
M110.3,281,131
M110.4d,229,137
M110.5b,121,59
M110.5c,1,1
M110.5d,79,35
M116.2,9,6
M117.1,23,21
M117.2,5910,3891
M117.6,10,5
M142.1a,2,2
M142.5,294,180
M142.8,253,131
M151.7,274,135
M153.1,10,25
M162.2,1,1
M163.1,134,217
M163.3,82,223
M163.4,227,161
M163.8,11,24
M176.1,3,3
M176.11,13,35
M176.2,849,503
M176.3,373,319
M176.4,26,89
M176.5,8,13
M176.6a,1,1
M176.8,34,68
M18.1,1725,2091
M18.2,10,27
M18.3,299,162
M18.5,1722,1180
M18.7a,868,547
M18.8,787,468
M195.1,51,49
M195.2,3,1
M199.4,20,136
M28.10,283,465
M28.5,1284,875
M28.6,257,255
M60.2,386,250
M60.4a,5,6
M7.1,3571,3023
M7.12,27,30
M7.2,2038,1194
M7.5,814,785
M70.4,519,345
M79.2,106,102
M79.4,9,25
M88.1,101,53
M88.2,469,246
M88.3,21,83
M88.4,5,12
M88.6b,178,139
M88.7,272,140
MTCE.11,2558,4903
MTCE.12,182,795
MTCE.16,14,19
MTCE.23,5087,15475
MTCE.26,15289,32530
MTCE.3,25,42
MTCE.34,5,8
MTCE.35,464,1112
MTCE.4,3,1
PAR2.1,777,416
PAR2.3a,214,195
PAR2.4a,516,269
PDB1.1a,4,12
R01B10.1a,358,558
R01B10.3,23,38
R01B10.5,321,181
R01B10.6,283,169
R01E6.3a,3,7
R01E6.4,3,4
R01E6.5,3,1
R01E6.6,2,3
R01H10.4,12,22
R01H10.8,596,341
R01H2.4,1,9
R01H2.5,70,85
R01H2.6,1169,750
R01H2.7,2,2
R02C2.1,1,4
R02C2.7,28,64
R02D3.1,319,523
R02D3.2,932,564
R02D3.3,483,293
R02D3.4,1022,570
R02D3.5,415,250
R02D3.8,372,239
R02D5.1,22,25
R02D5.3,18,51
R02D5.7,12,45
R02D5.8,69,36
R02E12.6,3,11
R02E4.3,38,8
R02F2.1b,58,31
R02F2.4,611,368
R02F2.9,270,167
R03C1.3a,2,1
R03D7.1,2487,1714
R03D7.4,874,616
R03D7.6,78,170
R03E1.1,380,246
R03E1.2,789,1068
R03E9.1,526,1102
R03E9.3a,16,26
R03G5.1a,33,32
R03G5.2,102,135
R03H10.1,25,63
R03H10.2,3,3
R03H10.6,163,465
R03H10.7,2,19
R04A9.3,17,41
R04A9.4,143,146
R04A9.6,2,4
R04A9.9,11,19
R04B3.2,32,53
R04B5.9,39,64
R04D3.2,452,315
R04D3.4,119,50
R04E5.10a,71,84
R04E5.8b,62,61
R04E5.9,45,42
R04F11.2,882,944
R04F11.3,2322,1361
R04F11.5,210,145
R05A10.2,13,21
R05A10.4,1,2
R05C11.3,220,339
R05D11.3,1091,751
R05D11.4,505,333
R05D11.5,337,267
R05D11.6,585,336
R05D11.7,383,231
R05D11.8,1847,959
R05D11.9,1467,848
R05D3.2,1132,855
R05D3.3,76,167
R05D3.4a,6,11
R05D3.4b,33,6
R05D3.7,3148,2587
R05D7.1,8,53
R05D7.4,339,259
R05D8.8,51,140
R05F9.10,3659,2738
R05F9.12,2048,4148
R05F9.13,39,326
R05F9.1b,406,339
R05F9.5,10,13
R05F9.6,3773,4385
R05F9.8,7,115
R05F9.9,418,319
R05G6.10,61,144
R05G6.4,666,433
R05G6.7,6545,5341
R05G6.8,946,675
R05H10.3a,55,40
R05H10.5,633,771
R05H5.3,1541,726
R05H5.4,249,360
R05H5.5,328,291
R06A10.1,3,6
R06A10.2,53,100
R06A10.4,9,10
R06A10.5b,1,10
R06A4.4b,785,460
R06A4.7,959,535
R06B10.3,473,724
R06B10.4a,12,16
R06B10.5,78,50
R06B9.4,21,48
R06B9.6,567,335
R06C1.1,483,328
R06C1.2,561,328
R06C1.4,111,243
R06C1.6,55,61
R06C7.1,10536,4865
R06C7.10,1198,3249
R06C7.2,165,81
R06C7.3,30,62
R06C7.4,2249,1147
R06C7.5a,350,202
R06C7.6,26,24
R06C7.8,2542,1432
R06F6.1,2340,1364
R06F6.11,74,152
R06F6.4,482,273
R06F6.5a,1,2
R06F6.5b,39,26
R06F6.7,15,63
R06F6.9,764,748
R07B1.1,1,2
R07B1.10,545,822
R07B1.11,1,9
R07B1.12,5,16
R07B1.2,3,5
R07B1.4,1400,1995
R07B7.1,606,340
R07B7.11,9,20
R07B7.3a,998,683
R07B7.8,60,59
R07C12.2,11,33
R07C3.2,20,12
R07C3.7,1,2
R07C3.9,4,2
R07E3.1a,102,178
R07E3.3b,2,8
R07E3.5a,15,9
R07E3.7,11,23
R07E4.3,63,89
R07E4.4,89,49
R07E4.6a,151,289
R07E5.10a,427,370
R07E5.10b,153,145
R07E5.13,180,194
R07E5.14,843,481
R07E5.15,7,126
R07E5.2,972,930
R07E5.3,716,439
R07E5.4,4,18
R07E5.6,13,120
R07E5.7,792,513
R07G3.1,1323,880
R07G3.2,8,11
R07G3.5,1551,977
R07G3.6,13,10
R07G3.7a,265,144
R07G3.8,41,111
R07G3.9,17,20
R07H5.1,770,516
R07H5.11,126,69
R07H5.2a,684,554
R07H5.3a,15,12
R07H5.4,366,980
R07H5.8,3184,3210
R08A2.1,3,73
R08B4.3,34,21
R08B4.5,3,1
R08C7.12b,1,1
R08C7.3,3477,2111
R08C7.8,7,99
R08D7.1,1518,925
R08D7.2,875,468
R08D7.3,2302,1296
R08D7.4a,323,192
R08D7.4b,134,73
R08D7.6a,43,36
R08D7.6b,4,1
R08E3.3b,265,196
R08E3.4b,3,3
R08E5.3,46,79
R08F11.4,7,7
R08H2.1,10,18
R09A1.5,6,8
R09A8.3,273,332
R09A8.5,9,15
R09B3.1a,157,79
R09B3.2,693,453
R09B3.3,2421,1419
R09B3.4,560,385
R09B3.5,767,627
R09B5.13,24,1
R09B5.5,15,13
R09B5.6,115,362
R09B5.8,3,2
R09E10.1,11,144
R09E10.13,68,6
R09E10.2,9,420
R09E10.6,109,894
R09E12.3,3612,2675
R09E12.9,27,50
R09F10.1,105,114
R09F10.3,177,108
R09F10.8,1297,563
R09G11.1,2,6
R09G11.2c,8,5
R09H10.3a,9,18
R09H3.3,1,3
R102.10,3,56
R102.2,42,105
R102.5a,58,59
R102.5b,84,71
R102.6,3,5
R107.1,32,46
R107.2,186,211
R107.4a,6,6
R107.4b,8,6
R107.4c,46,42
R107.5a,39,36
R107.5b,84,36
R107.7,8949,9384
R10A10.2,92,61
R10D12.1,29,28
R10D12.12,171,117
R10D12.13b,26,5
R10D12.14a,32,12
R10D12.14d,10,1
R10D12.9,46,3
R10E11.2,1449,1598
R10E11.3a,27,7
R10E11.4,509,317
R10E11.6a,302,266
R10E11.8,494,475
R10E12.1a,66,49
R10E12.1c,7,13
R10E12.2,64,43
R10E4.1,180,164
R10E4.4,2898,1512
R10E4.7,18,157
R10E4.9,52,84
R10E9.1,161,206
R10E9.2,45,386
R10E9.3a,5,11
R10H1.1,35,52
R10H1.4,2,3
R10H10.1,334,218
R10H10.3,210,294
R10H10.5,13,8
R10H10.6,22,12
R11.1,51,59
R119.3,315,198
R119.4,14688,8948
R119.6,1064,1326
R11A5.2,1604,1802
R11A5.3,2278,3650
R11A5.4a,148,245
R11A5.6,29,71
R11A5.7,38,70
R11A8.2,972,565
R11A8.5,787,473
R11D1.10a,479,485
R11D1.11,50,89
R11D1.12a,3,4
R11D1.1a,2,1
R11D1.1b,16,8
R11D1.8,3577,2871
R11D1.9,275,174
R11E3.6,798,436
R11E3.7b,239,138
R11E3.8,2199,1285
R11F4.1,496,417
R11F4.3,51,77
R11G1.4a,1,1
R11G1.4b,11,8
R11G1.7,7,1
R11G11.7,6,28
R11H6.1,1092,987
R11H6.4,45,88
R11H6.5,850,451
R12A1.2,18,27
R12A1.3,1,3
R12B2.1a,46,97
R12B2.2,47,23
R12B2.3,1,36
R12B2.4,1136,640
R12B2.5a,10,8
R12B2.5b,4,2
R12C12.1a,260,433
R12C12.2,1178,668
R12C12.5,307,175
R12C12.6b,151,80
R12C12.7,328,156
R12C12.8a,295,173
R12C12.9a,2,2
R12E2.1,653,536
R12E2.11,814,735
R12E2.12,259,219
R12E2.13,465,380
R12E2.14,1,2
R12E2.15,2,3
R12E2.2,2823,2141
R12E2.3,3143,2086
R12E2.4a,60,91
R12E2.5,91,190
R12E2.8,3,3
R12E2.9,68,155
R12H7.1,9,18
R12H7.2,1824,3013
R12H7.5,42,91
R13.3,33,45
R13.4,736,1054
R13A1.10,2,1
R13A1.2,850,927
R13A1.5,5,10
R13A1.9,3,6
R13A5.12,2341,1570
R13A5.1a,31,13
R13A5.1b,1,3
R13A5.3,15,6
R13A5.5,4,18
R13A5.7,129,69
R13A5.8,11407,8817
R13D7.2,26,36
R13D7.7,3,10
R13F6.1,164,85
R13F6.3,32,75
R13F6.4d,526,351
R13F6.6a,2,5
R13F6.9,39,64
R13H4.1,8,27
R13H4.2a,723,1492
R13H4.4a,12,12
R13H4.4b,59,27
R13H4.5,19,26
R13H8.1a,38,37
R13H8.1b,6,12
R13H8.1h,1,3
R13H9.1,15,114
R13H9.2,19,232
R13H9.4,6,69
R144.1,3,8
R144.10,258,174
R144.11,119,61
R144.12,164,124
R144.13,124,91
R144.3,157,66
R144.6,177,147
R148.2,26,36
R148.5a,88,75
R148.6,419,891
R148.7,8,102
R151.10,225,175
R151.2d,225,150
R151.3,24387,19112
R151.5a,13,14
R151.6,399,284
R151.7a,557,314
R151.9,771,585
R153.1g,4,7
R155.1a,1488,1210
R160.1b,7,1
R166.2,1172,779
R17.1,2,2
R173.1,28,55
R173.4,4,11
R186.1,7,9
R186.3,530,327
R186.4,1,8
R186.5,3,2
R186.7,978,558
R186.8,72,71
R31.1b,2548,2725
R31.2a,132,83
R31.2d,7,10
R31.3,4,11
R53.2,182,121
R53.3a,2,2
R53.4,3099,3013
R53.5,300,383
R53.6,203,91
R53.7a,33,35
R53.7b,1,3
R57.1a,3,11
R74.1,4042,2255
R74.3a,545,529
R74.3b,109,106
R74.4b,11,2
R74.5a,239,124
R74.6,235,165
R74.7,648,400
R90.4,5,11
T01A4.1c,391,303
T01B10.2,26,26
T01B11.2a,64,163
T01B11.3,269,143
T01B11.4,4,118
T01B11.7,4,5
T01B4.3,17,17
T01B6.3b,15,31
T01B7.3,288,148
T01B7.4,317,169
T01B7.5a,1252,635
T01B7.6,2260,1315
T01B7.7,3,1
T01C1.2,7,14
T01C1.4,1,4
T01C3.2,234,111
T01C3.3,734,400
T01C3.6,3336,2700
T01C3.7,4812,2903
T01C3.8a,56,31
T01C3.9,638,342
T01C8.1b,2,1
T01C8.2,10,24
T01C8.5,240,541
T01D1.2f,11,10
T01D1.3,14,27
T01D1.4,52,115
T01D1.6,11,13
T01D3.3a,9,3
T01D3.5,749,448
T01E8.2,62,38
T01E8.4,794,426
T01E8.6,472,347
T01E8.9,14,128
T01G1.1a,6,7
T01G1.1b,21,20
T01G1.1c,7,5
T01G1.4,136,155
T01G6.4,8,17
T01G6.7,4,8
T01G9.2a,8,7
T01G9.2b,5,3
T01G9.4,1539,749
T01G9.5a,21,11
T01G9.5b,41,17
T01G9.6a,65,56
T01G9.6b,37,48
T01H3.1,713,678
T01H3.3,1201,893
T01H3.4,2428,1089
T01H3.5,5,40
T01H8.1d,44,17
T01H8.1e,389,220
T01H8.2,31,25
T02B11.3a,125,280
T02B11.4,2,5
T02B11.8,5,10
T02C1.2,16,7
T02C12.1,267,346
T02C12.2,592,365
T02C12.3,783,464
T02C5.1a,5,11
T02C5.1b,22,20
T02C5.5b,24,38
T02D1.8,100,150
T02E1.1,4,50
T02E1.2,834,529
T02E1.5a,22,65
T02E1.7,14,142
T02E9.1,1,1
T02E9.2a,2,1
T02E9.5,1,5
T02G5.13a,275,193
T02G5.7,1301,1094
T02G5.8,2290,1899
T02G5.9a,2,2
T02G5.9b,9,5
T02G6.5b,32,23
T02H6.11,1056,1158
T03D3.1,8,36
T03D3.5,107,56
T03D8.1a,10,14
T03D8.1b,5,6
T03D8.2,278,228
T03D8.3,187,424
T03E6.7,8052,12357
T03E6.8,6,23
T03F1.1,609,459
T03F1.10,30,36
T03F1.11,7,19
T03F1.12,259,148
T03F1.2,126,105
T03F1.3,1231,1196
T03F1.5,25,207
T03F1.7,176,123
T03F1.8a,5,2
T03F1.9,2599,1635
T03F6.1,469,500
T03F6.10,1,2
T03F6.3,785,570
T03F6.4,4,9
T03F6.5,1399,858
T03F6.6,6,126
T03F7.1,18,43
T03G11.6,137,88
T03G11.8,14,42
T04A11.6,1321,696
T04A6.1a,64,109
T04A6.5,25,23
T04A8.10,280,192
T04A8.11,524,304
T04A8.12,198,137
T04A8.13,20,118
T04A8.14,5962,3721
T04A8.4,23,59
T04A8.5,73,135
T04A8.6,1474,966
T04A8.7a,1916,976
T04A8.8,1688,940
T04A8.9,561,316
T04B2.2a,3,78
T04B2.5,104,219
T04B2.6b,3,5
T04C10.1,349,273
T04C10.2a,2,6
T04C10.2b,15,7
T04C10.4,535,913
T04C12.3,14,21
T04C12.5,15879,11495
T04C4.1c,107,73
T04C9.1a,90,55
T04C9.1b,1,1
T04C9.4b,10,8
T04D1.3a,15,11
T04D1.3d,46,31
T04D3.1,293,168
T04D3.5,323,175
T04D3.8,54,40
T04F3.4,17,24
T04F8.1,150,85
T04F8.2,151,106
T04F8.7a,9,17
T04F8.8a,2,6
T04G9.3,304,300
T04G9.4,39,103
T04G9.5,620,391
T04G9.7,729,934
T04H1.2,2311,1532
T04H1.4b,42,23
T04H1.5,356,210
T05A1.2,6571,15753
T05A10.1a,3,4
T05A10.1g,1,1
T05A10.1k,2,1
T05A10.3,142,270
T05A10.5,14,33
T05A10.6,2,7
T05A12.3,1468,1192
T05A6.1,16,32
T05A6.2a,4,6
T05A6.2b,6,7
T05A7.10,1,7
T05A7.4,5,18
T05A7.5,5,11
T05A8.3,92,88
T05B11.1,121,280
T05B11.3,806,597
T05B4.14,1,14
T05B4.2,9,7
T05B4.3,41,108
T05B9.1,1958,932
T05C1.1,2,2
T05C12.6a,38,26
T05C12.6c,2,3
T05C12.7,5942,3684
T05C3.5,5034,4012
T05C3.6b,16,21
T05D4.1,695,1489
T05D4.2,1,7
T05D4.3,11,10
T05E11.1,11849,9224
T05E11.3,8887,6954
T05E11.4,643,378
T05E11.5,1928,1213
T05E12.3,4,14
T05E12.6a,390,240
T05E7.4,8,21
T05F1.10,19,38
T05F1.1a,22,27
T05F1.1b,175,69
T05F1.2,2816,1319
T05F1.3,6826,5423
T05F1.4,672,418
T05F1.5,17,158
T05F1.6,6426,3483
T05F1.8,15,131
T05G5.1,67,117
T05G5.10,5095,2816
T05G5.12,9,6
T05G5.3,1240,599
T05G5.4,13,8
T05G5.5a,8,3
T05G5.5d,1,1
T05G5.6,2074,2971
T05G5.9a,30,14
T05H10.2,611,387
T05H10.4a,10,6
T05H10.5b,32,9
T05H10.6b,46,68
T05H10.7b,1403,996
T05H4.10,467,269
T05H4.11,472,227
T05H4.12,1445,1618
T05H4.13b,3,5
T05H4.14,1429,894
T05H4.2,3,45
T05H4.5,1761,1636
T05H4.6,2595,1625
T06A1.4,2,6
T06A10.1,1143,683
T06A10.3,128,53
T06A10.4,708,429
T06A4.2,2,51
T06C10.4,10,10
T06C12.10,15,34
T06C12.6,34,55
T06D10.1,40,66
T06D10.3,4,2
T06D4.1b,395,176
T06D8.5,591,354
T06D8.6,1067,636
T06D8.7,210,154
T06D8.8,3033,1769
T06D8.9,547,369
T06E4.4,13,22
T06E4.6,14,11
T06E6.1,484,407
T06E6.2a,129,77
T06E6.2b,5,1
T06E8.1,587,332
T06G6.12,2,1
T06G6.9,477,339
T06H11.1a,8,23
T06H11.4,84,69
T07A5.6a,1,1
T07A5.6b,3,1
T07A5.6c,10,5
T07A9.10,639,326
T07A9.11,10566,7840
T07A9.13b,141,68
T07A9.15,79,51
T07A9.2,317,145
T07A9.6,6596,3471
T07A9.7,8,27
T07A9.8,504,345
T07A9.9a,140,120
T07C12.12,535,290
T07C12.14,799,417
T07C12.7,254,479
T07C12.9,131,366
T07C4.1,879,420
T07C4.12,106,79
T07C4.2,1,3
T07C4.3a,30,17
T07C4.4,91,332
T07C4.5,1388,1391
T07C4.6,246,148
T07C4.7,480,503
T07C4.8,572,358
T07C4.9a,16,51
T07C5.1c,19,52
T07D1.2,71,108
T07D10.6,9,12
T07D3.4,3,10
T07D3.9a,21,12
T07D4.2b,1,2
T07D4.3,2371,1458
T07D4.4c,1,6
T07D4.5,378,235
T07E3.5,498,306
T07E3.6a,4,27
T07E3.6b,5,1
T07F10.3,583,308
T07F10.4a,14,24
T07F10.6,2,3
T07F12.3,2,2
T07F12.4,1,9
T07F8.3b,4516,2094
T07F8.4,1202,664
T07H3.3,1,8
T07H3.6,1,3
T07H6.2,80,40
T07H6.3b,44,75
T07H6.5,4,12
T08A9.11a,3,5
T08A9.12,126,400
T08A9.2,8,15
T08A9.3,1,1
T08A9.7,483,844
T08A9.8,134,380
T08A9.9,981,3163
T08B1.2a,41,122
T08B1.3,35,47
T08B1.4b,11,19
T08B1.5,1,10
T08B2.10,6213,4921
T08B2.11,99,131
T08B2.5d,37,12
T08B2.5e,36,18
T08B2.7a,15,11
T08B2.8,264,214
T08B2.9a,28,22
T08E11.2,24,48
T08E11.4,16,46
T08G11.2,5,69
T08G11.4a,173,87
T08G11.5,5,16
T08G2.3,466,585
T08G5.10,14,46
T08G5.5b,21,9
T08G5.5c,4,3
T08H10.1,697,1550
T09A12.4a,72,42
T09A12.5,112,118
T09A5.10,1745,1050
T09A5.11,2202,1738
T09A5.12,566,403
T09A5.15,55,60
T09A5.1a,21,47
T09A5.3,2,5
T09A5.5,291,192
T09A5.6,125,68
T09A5.7,176,109
T09A5.8,1039,623
T09A5.9,870,517
T09B4.1,2302,1295
T09B4.10,790,456
T09B4.2,562,342
T09B4.4,8,23
T09B4.5a,78,40
T09B4.6,1,2
T09B4.7,11,43
T09B4.8,109,264
T09B4.9,757,397
T09B9.1,250,145
T09E8.1a,9,13
T09E8.1d,8,6
T09E8.3,518,394
T09F3.1,41,41
T09F3.2,921,821
T09F3.3,1048,520
T09F3.4,151,104
T09F5.10,4,55
T09F5.11,11,28
T09F5.9,544,333
T10A3.1a,28,24
T10B10.1,3,12
T10B10.2,413,612
T10B10.3,268,208
T10B10.4a,31,56
T10B10.6,19,56
T10B11.1,117,102
T10B11.2,659,463
T10B11.3,780,492
T10B11.5,14,35
T10B11.6,598,377
T10B11.8a,4,2
T10B5.10,7,5
T10B5.3,636,432
T10B5.4,17,15
T10B5.5a,1069,668
T10B5.7,147,225
T10B9.2,165,428
T10C6.10a,1,3
T10C6.10b,7,1
T10C6.5,787,519
T10C6.6a,32,35
T10E10.1,3,2
T10E10.2,9,3
T10E10.5,5,6
T10E9.1,484,266
T10E9.7a,106,72
T10E9.8,5,8
T10E9.9,15,83
T10F2.1a,91,52
T10F2.2,622,392
T10F2.3,2087,1200
T10F2.4,2565,1513
T10F2.5,181,112
T10G3.1,2,6
T10G3.3a,4,11
T10G3.5a,16,6
T10G3.5b,13,6
T10G3.6a,82,43
T10H10.2,16,60
T10H10.3,112,114
T10H4.12,27,11
T10H9.3,848,489
T10H9.4,480,419
T10H9.5a,4,13
T11B7.1,39,22
T11B7.3a,99,248
T11B7.4b,19,34
T11B7.4c,11,19
T11B7.4e,3,2
T11B7.5,11,17
T11F8.1,158,82
T11F8.3,9570,4439
T11F8.5,52,35
T11F9.10,1,4
T11F9.11,150,201
T11F9.3,154,408
T11F9.6,5,9
T11G6.1a,92,55
T11G6.1b,5,5
T11G6.4,37,43
T11G6.8,1637,1055
T12A2.15b,48,24
T12A2.2,3915,2491
T12A2.3,8,4
T12A2.7,773,433
T12A2.8,912,594
T12A7.4a,2,1
T12B3.2,20,31
T12B3.4,470,348
T12B5.10,259,277
T12B5.11,18,28
T12B5.15,44,114
T12B5.2,12,21
T12B5.6a,1,2
T12C9.6,2,5
T12C9.7a,22,13
T12C9.7b,5,5
T12C9.7c,1,2
T12D8.10,45,40
T12D8.2,516,325
T12D8.3,323,192
T12D8.4,40,71
T12D8.5,35,108
T12D8.6,550,535
T12D8.7,547,427
T12D8.8,3676,3387
T12D8.9a,1,4
T12E12.1,471,282
T12E12.4a,12,5
T12E12.4b,59,41
T12F5.1,248,176
T12F5.2,424,270
T12F5.3,1759,1121
T12F5.4,722,474
T12G3.1,6935,6311
T12G3.2a,5,1
T12G3.2c,5,3
T12G3.2d,2,1
T12G3.5,940,630
T12G3.6,1096,586
T12G3.7b,546,336
T12G3.8,259,134
T13A10.5,6,17
T13B5.1,18,23
T13B5.9,10,22
T13C2.2,1,6
T13C2.4,497,287
T13C2.6a,30,48
T13C2.6b,14,13
T13C5.3,1,2
T13C5.5,57,79
T13C5.6,49,36
T13C5.8,35,32
T13F2.11,23,201
T13F2.1a,363,597
T13F2.2,787,488
T13F2.5,42,31
T13F2.7,1656,1016
T13F2.8,85,56
T13F3.5,8,18
T13F3.6,1064,1420
T13F3.8,7,103
T13G4.4,17,26
T13H10.1,8,143
T13H5.4,1501,938
T13H5.5,527,317
T13H5.7,360,186
T13H5.8,955,556
T14A8.1,27,47
T14A8.2b,13,50
T14B1.1,2,8
T14B1.2,6,6
T14B4.2,244,177
T14B4.3,541,273
T14B4.4a,5,12
T14B4.6,3,12
T14B4.7a,24,15
T14B4.8,15,8
T14D7.1,90,159
T14E8.1a,12,12
T14E8.1b,2,1
T14F9.1,1313,1708
T14F9.2,118,58
T14F9.3,351,509
T14F9.4a,19,32
T14G10.2a,332,177
T14G10.2b,5,2
T14G10.3,211,185
T14G10.4,17,49
T14G10.5b,26,14
T14G10.6,683,369
T14G10.7,999,609
T14G10.8,58,102
T14G12.2,6,6
T14G12.3,740,1345
T14G8.1,529,499
T14G8.3a,4,4
T15B12.1b,6,6
T15B7.1,313,566
T15B7.2,1252,1476
T15B7.3,2390,6672
T15B7.4,797,2456
T15H9.7a,422,315
T16A9.3,14,30
T16A9.4,8,9
T16A9.5,16,280
T16D1.2,41,150
T16G1.10a,85,31
T16G1.11,987,620
T16G1.6,22,39
T16G12.9c,13,20
T16H12.3a,103,62
T16H12.3b,137,86
T16H12.4,358,194
T16H12.5a,23,13
T16H12.6,20,279
T17A3.1,2,1
T17A3.2,11,7
T17A3.7,1,1
T17E9.1a,2885,1796
T17E9.2a,22,13
T17E9.2b,27,8
T17H7.4c,3,1
T17H7.4j,28,36
T18D3.4,1030,2639
T18D3.9,1,4
T18H9.1,20,16
T18H9.2b,4365,7942
T18H9.6,751,486
T18H9.7a,587,348
T19A5.1,2287,1263
T19A6.1b,2,1
T19A6.3a,5,6
T19A6.3b,17,16
T19B10.1,102,192
T19B10.11,157,96
T19B10.2,57,120
T19B10.4a,848,552
T19B10.4b,27,8
T19B10.6,1482,763
T19B10.7,1191,648
T19B4.3,274,257
T19B4.4,71,43
T19B4.5,1102,639
T19B4.7,2872,1523
T19C3.3,1,1
T19C3.8,609,342
T19C4.7,49,6
T19C9.8,3,7
T19D12.2a,4,19
T19D12.6,292,587
T19D12.7,1,2
T19D12.9,2,2
T19D2.2,32,52
T19D2.3,3,9
T19D7.6,2,4
T19E7.2a,400,375
T19E7.2b,7,11
T19E7.3,605,541
T19E7.6,19,43
T19H12.10,20,25
T19H12.12,4,4
T19H12.2,1859,1107
T19H12.3,30,68
T19H5.4a,37,40
T19H5.7,1,3
T20B12.2,1285,776
T20B12.3,797,557
T20B12.6a,505,612
T20B12.7,1546,1063
T20B12.8,3602,2044
T20B3.1,15,15
T20B3.14,1,2
T20B3.2,290,705
T20B5.3a,35,46
T20B5.3b,16,24
T20D3.2,762,1518
T20D3.3a,56,38
T20D3.3b,3,3
T20D3.3c,142,79
T20D3.5a,459,261
T20D3.6,54,64
T20D3.8,467,328
T20D4.12,1,3
T20F10.2a,7,8
T20F5.2,979,570
T20F5.3,145,131
T20F5.4,3,2
T20F5.5,19,161
T20F5.7,444,315
T20F7.6,72,75
T20G5.10,156,92
T20G5.11,1704,944
T20G5.14,182,120
T20G5.2,5977,5467
T20G5.4,41,67
T20G5.7,43,168
T20G5.8,44,96
T20G5.9,258,210
T20H4.3a,762,375
T20H4.4,1242,709
T20H4.5,1028,859
T21B10.1,733,458
T21B10.2c,6,12
T21B10.4,1145,682
T21B10.6,2,6
T21B10.7,6023,3896
T21B4.15,2,1
T21B6.3,260,618
T21C12.1b,2,3
T21C12.1d,1,1
T21C12.2,722,1002
T21C12.3,2,3
T21C12.4b,1,22
T21C12.8,9,22
T21C9.1,1022,539
T21C9.13,1028,540
T21C9.2a,282,139
T21C9.3b,6,14
T21C9.4,717,432
T21C9.5a,242,223
T21C9.9,2,2
T21D11.1,3,1
T21D12.12,11,24
T21D12.2,8,11
T21D12.3,656,333
T21D12.4,202,299
T21D12.9a,3,16
T21F4.1,591,912
T21G5.3,3593,2382
T21G5.4,11,141
T21G5.5c,6,15
T21H3.1a,1088,1707
T21H3.3,1065,946
T21H8.5,13,11
T22A3.3a,358,201
T22A3.4a,25,27
T22A3.8,103,171
T22B11.4a,138,347
T22B11.5,4446,4076
T22B2.4a,19,52
T22B7.3,266,185
T22B7.4,48,42
T22B7.7,54,340
T22C1.1,1046,557
T22C1.11,166,89
T22C1.2,276,167
T22C1.3,628,375
T22C1.4,145,75
T22C1.5,489,263
T22C1.6,678,439
T22C1.7,94,203
T22C1.9,3,38
T22C8.2,15,14
T22C8.6,7,6
T22C8.8,31,37
T22D1.10,1391,806
T22D1.3a,293,146
T22D1.3b,6,2
T22D1.4,5365,3453
T22D1.5,1706,839
T22D1.9,6234,3675
T22D2.1,57,84
T22E5.5,2448,5342
T22F3.2a,576,381
T22F3.3a,138,73
T22F3.4,10918,6057
T22G5.2,14,19
T22G5.5,179,204
