external_gene_name,L4440_1,L4440_2,L4440_3,Y37A1B_5_1,Y37A1B_5_2,Y37A1B_5_3
cye-1,7052,6906,8020,7806,9652,7211
cyk-1,3977,4260,4193,3453,4574,2981
cyk-3,3717,3959,3853,3491,4626,4011
cyk-4,10364,10366,10578,9423,12615,8943
cyl-1,4588,4484,4839,4265,5456,3705
cyn-1,2882,3019,3273,3379,4452,4868
cyn-2,88,123,106,73,127,115
cyn-3,7140,7270,7678,7374,10380,10354
cyn-4,3504,3608,3776,3621,4540,3642
cyn-5,11930,12864,12121,10091,14428,12739
cyn-6,694,789,787,602,911,987
cyn-7,39483,40002,41482,43076,61908,56842
cyn-8,3651,3945,3385,2746,3733,3055
cyn-9,1671,1674,1918,2042,2471,2548
cyn-10,1903,1882,2057,2050,2577,2647
cyn-11,1300,1416,1540,1474,2141,2176
cyn-12,1965,2079,2168,2149,2900,2940
cyn-13,3255,3393,3563,3158,4481,3922
sig-7,3196,3521,3585,3311,4198,4215
cyn-15,3459,3722,3593,3340,4482,3680
cyn-16,2139,2310,2274,2198,2596,2530
cyn-17,46,63,36,37,50,39
dab-1,13064,12011,14542,14430,18197,13313
dac-1,19,21,24,16,26,20
dad-1,4077,4277,3953,4325,5875,5705
daf-1,1747,1758,2016,1787,2435,2065
daf-2,6903,7454,7431,6164,8074,5335
daf-3,1204,1264,1228,987,1332,916
daf-4,2091,2124,2171,2269,2803,2114
daf-5,1617,1682,1691,1495,1914,1621
daf-6,38,71,73,32,48,51
daf-7,102,91,93,72,119,80
daf-8,631,616,727,466,705,650
daf-9,39,59,52,32,55,42
daf-10,59,74,62,37,56,68
daf-11,13,30,15,15,25,16
daf-12,588,636,529,451,605,417
daf-14,450,464,500,419,498,488
daf-15,7727,8149,8315,6661,8574,4951
daf-16,6907,7171,7038,6744,8028,6257
daf-18,27616,27203,31382,31060,39237,27428
daf-19,1138,1219,1439,1341,1671,1189
hsp-90,91666,97710,95902,88280,117095,74345
daf-25,970,1049,1077,971,1401,1246
daf-28,37,49,33,49,57,58
daf-31,2092,2031,2233,2281,3136,2775
dao-2,318,451,433,199,315,431
dao-3,1396,1546,1342,1257,1666,1345
dao-4,3,0,3,11,3,9
dao-5,12487,13160,13665,10999,14478,8947
dao-6,13,22,18,12,20,23
dap-3,1886,1920,2139,1955,2636,2657
dat-1,24,26,19,17,35,23
daz-1,12851,12863,14426,14358,17908,12061
dbl-1,123,112,117,123,146,144
dbr-1,2524,2616,2717,2420,3186,2260
dcp-66,8283,8823,8523,7702,9241,8167
dcr-1,9203,9441,9201,7764,10571,6937
dcs-1,1904,2006,2106,2003,2705,2263
ddp-1,1040,1087,1301,1338,1725,1851
deb-1,742,860,852,629,960,609
deg-1,42,50,40,60,75,52
deg-3,77,66,59,58,73,63
del-1,22,16,20,13,13,12
del-2,71,64,53,41,69,66
des-2,68,86,91,55,80,73
dgk-1,298,378,345,182,231,246
dgk-2,1009,1133,984,733,1041,916
dgk-3,11,20,11,14,21,10
dgn-1,4080,4527,4242,2422,3428,2369
dhc-1,23883,25200,23463,17616,25638,11223
dhp-1,494,506,476,330,487,465
dhp-2,161,144,158,152,203,206
dhs-1,2521,2602,2763,2806,3661,3511
dhs-2,125,119,131,291,365,412
dhs-3,937,992,944,1324,1713,1695
dhs-4,44,58,41,29,42,43
dhs-5,349,343,354,225,333,341
dhs-6,3025,3273,3387,3554,4497,4501
dhs-7,14,14,17,28,32,42
dhs-8,96,151,117,52,76,96
dhs-9,660,727,751,666,925,776
dhs-11,805,822,863,886,1174,1252
dhs-12,1174,1243,1217,1331,1757,1577
dhs-13,3742,4106,4166,3829,4921,5053
dhs-14,227,266,222,282,400,360
dhs-15,23,21,24,16,31,21
dhs-16,45,49,64,40,38,66
dhs-17,528,496,700,675,858,828
dhs-18,420,511,393,402,587,502
dhs-19,1194,1258,1349,1169,1527,1668
dhs-20,180,187,213,425,516,549
dhs-21,517,575,499,567,660,621
dhs-22,5531,5674,6244,6085,7879,7698
dhs-23,64,67,56,90,93,101
dhs-24,1973,2155,2337,2310,2855,3181
dhs-25,262,353,280,225,373,346
dhs-26,143,107,99,382,466,581
dhs-27,578,634,653,431,615,578
dhs-28,1829,1926,1739,1990,2499,2114
dhs-29,181,264,228,170,221,243
dhs-30,695,774,735,740,1000,963
dic-1,2407,2648,2578,2481,3196,2967
die-1,4550,4698,4758,3617,4824,3452
dif-1,2395,2632,2577,2678,3605,3565
dig-1,1364,1641,1499,999,1725,561
dim-1,1175,1416,1289,1032,1540,1184
dis-3,4526,4777,5091,4658,5853,5203
div-1,5059,5482,5357,4721,6260,5767
dlc-1,10040,10513,9885,10321,14742,14721
dlg-1,4882,6073,6007,3120,4402,3369
dli-1,3028,3121,3316,2974,4142,3227
dlk-1,1721,1891,1628,1423,1874,1440
dna-2,4087,3956,4561,3949,5045,3121
dnc-1,7116,7347,7301,5725,7467,4927
dnc-2,2878,3211,3311,2944,4093,3895
dnj-1,3220,3321,3586,3409,4376,3871
dnj-2,1438,1606,1813,1883,2259,2497
dnj-3,305,362,393,413,512,514
dnj-4,871,856,891,956,1203,1196
dnj-5,18505,18513,20103,19114,23485,16416
dnj-7,2007,2195,2118,1732,2284,1765
dnj-8,5258,5539,6083,5567,6667,6442
dnj-9,1745,1773,1868,1701,2199,2023
dnj-10,2241,2207,2576,2489,3032,3076
dnj-11,9710,10047,10647,10119,11989,8530
dnj-12,13213,13694,12826,12121,15594,12618
dnj-13,6276,6634,6880,6904,9016,9181
dnj-14,1618,1683,1556,1351,1831,1889
dnj-15,1082,1213,1403,1397,1635,1535
dnj-16,2464,2576,2865,2793,3489,3981
dnj-17,2256,2204,2460,2290,2818,1825
dnj-18,1250,1187,1395,1431,1807,1656
dnj-19,12317,13080,12846,12243,16146,16217
dnj-20,7932,8574,7866,7926,9591,9488
dnj-21,430,489,497,524,639,693
dnj-22,3022,3266,3373,3424,3802,3938
dnj-23,3607,3732,3719,3460,4506,4336
dnj-24,173,220,203,164,245,261
dnj-25,3228,3390,3469,3240,4317,3057
dnj-26,967,905,1197,1196,1395,1675
dnj-27,2293,2484,2461,1699,2469,2243
dnj-28,1901,1904,2139,2134,2527,2347
dnj-29,7842,8275,8399,7363,9444,6522
dnj-30,1802,1813,1889,1923,2342,2234
dog-1,3035,3092,3328,2925,3838,2599
dom-3,1645,1695,1845,1830,2314,1916
cks-1,7628,7525,7869,7804,10743,9980
dop-1,37,35,38,30,42,33
dop-2,85,123,100,75,115,103
dpf-1,69,71,62,69,80,56
dpf-2,1247,1303,1126,1102,1416,936
dpf-3,12187,12547,12298,11321,14866,10213
dpf-4,3122,3371,3490,3201,4184,3386
dpf-5,8036,8064,8875,9073,11843,9499
dpf-6,259,264,252,294,345,333
dpf-7,2865,3031,3196,3104,3973,3944
dpl-1,5641,5443,5890,5614,6923,4921
dpr-1,1,1,3,0,0,0
dpy-1,72,128,89,71,66,72
dpy-2,264,417,344,147,298,293
dpy-3,127,205,175,99,130,169
dpy-4,303,532,428,217,304,561
dpy-5,284,608,404,193,332,463
dpy-6,67,99,77,35,64,56
dpy-7,178,306,229,134,214,231
dpy-8,39,108,105,33,61,80
dpy-9,47,84,77,42,57,112
dpy-10,665,999,801,480,714,719
dpy-11,5618,5983,5913,5196,6906,6520
dpy-13,310,704,462,212,332,632
dpy-14,4183,5353,4417,2117,3201,2476
dpy-17,3523,4323,3551,1872,2793,2306
dpy-18,1781,2080,1882,1444,2006,1612
dpy-19,448,444,514,547,642,704
dpy-20,11,19,19,7,17,19
dpy-21,3528,4029,3978,2899,3764,2720
dpy-22,5755,6073,5669,3559,4984,2154
dpy-23,2238,2421,2305,2013,2620,2208
dpy-26,8004,8367,8264,6393,8620,5296
dpy-27,4418,4710,4452,2937,3923,2237
dpy-28,7712,8197,7976,6354,8625,6004
dpy-30,4422,4309,3947,3804,5587,4835
dre-1,1103,1225,1222,971,1249,872
drh-1,3075,3228,3268,3122,3897,2787
drh-2,1415,1554,1336,1195,1457,918
dro-1,1678,1719,1939,2169,2560,2480
drp-1,7543,7677,8255,8011,9801,6571
dars-1,8790,9060,9271,9083,12118,10151
dars-2,1095,1175,1347,1310,1632,1747
dsc-1,8,8,2,3,5,3
dsc-4,869,952,888,925,1203,782
dsh-1,1738,1756,1922,1457,1870,1521
dsh-2,5628,5636,5909,5066,6828,5160
dsl-1,301,308,288,198,293,290
dsl-2,2330,2535,2208,1689,2638,2371
dsl-3,599,721,633,286,472,433
dsl-4,0,0,1,0,1,0
dsl-5,9,9,4,4,6,4
dsl-6,27,42,36,27,40,40
dsl-7,14,14,12,6,20,13
duo-1,1924,2052,2123,2076,2614,1735
duo-2,16,29,5,11,18,12
duo-3,4763,4797,5344,5217,6375,6867
dur-1,207,215,173,126,186,214
dyb-1,294,289,279,226,323,242
dyc-1,140,137,110,68,160,81
dyf-1,97,102,87,55,87,75
dyf-2,251,269,237,160,211,163
dyf-3,209,287,228,210,379,249
dyf-5,36,66,49,22,36,25
dyf-6,46,45,30,29,58,46
dyf-7,493,569,545,223,319,326
dyf-11,83,75,96,60,82,50
dyf-13,18,19,11,12,23,15
dyn-1,2647,2838,2992,2614,3409,2463
dys-1,2642,2644,2595,1684,2185,1341
alp-1,715,825,787,728,945,863
eat-2,21,15,10,19,20,23
eat-3,4678,4805,4861,4599,5763,4060
eat-4,52,49,43,37,56,50
eat-5,13,22,28,21,25,29
eat-6,24697,24481,27652,27052,35135,23918
eat-16,834,811,828,683,877,731
eat-18,1,2,0,0,1,2
eat-20,1974,1977,1985,1500,2084,1523
bcat-1,5734,5876,4683,4371,5838,4065
ech-1.1,68,65,54,62,113,91
ech-2,919,951,998,954,1348,1279
ech-3,364,420,414,432,513,517
ech-4,2819,2838,3027,3014,4048,3350
ech-5,1219,1338,1349,1381,1886,1973
ech-6,3438,3806,3866,4146,5329,4827
ech-7,1413,1417,1053,1123,1664,1427
ech-8,218,220,221,280,363,344
ech-9,58,48,65,113,133,129
eff-1,78,98,94,58,90,76
efk-1,5120,5311,5580,4714,6382,4694
efl-1,3992,4093,4233,3861,5037,4008
efl-2,1100,1129,1307,1256,1453,1523
efn-2,105,131,109,98,111,139
efn-3,23,33,25,44,56,58
efn-4,956,1074,945,596,905,763
eftu-2,11780,12313,11907,10463,13897,10362
eef-2,151698,159478,151713,140782,186928,112915
eef-1A.1,342698,355571,356426,347835,476676,368646
eef-1A.2,20899,23529,20869,15274,22577,17794
egl-1,61,61,73,47,71,74
egl-2,120,119,121,75,113,96
egl-3,1661,1541,1494,1366,1726,1208
egl-4,13682,14072,14200,13951,17540,15716
egl-5,44,43,48,48,50,49
egl-6,193,191,220,235,275,282
egl-8,2373,2377,2450,2109,2770,2093
egl-9,964,920,1046,986,1281,857
egl-10,585,652,595,556,751,607
egl-13,289,326,290,266,351,246
egl-15,502,485,454,400,526,362
egl-17,3,4,1,2,8,4
egl-18,2654,2708,2707,2306,3175,2779
egl-19,483,542,539,389,524,403
egl-20,94,55,58,69,71,68
egl-21,1272,1148,1181,982,1491,938
egl-23,87,80,88,78,101,89
egl-26,790,841,872,898,1144,1034
egl-27,8908,8902,9567,8652,10971,7555
egl-30,4033,5092,5136,3551,4662,4815
egl-36,50,52,44,51,53,45
egl-38,41,47,39,36,39,35
egl-43,255,275,229,143,241,188
egl-44,937,1027,973,775,1054,835
egl-45,14094,14494,14594,12199,16052,8799
egl-46,128,195,172,91,100,88
egl-47,16,15,12,7,13,12
ego-1,5158,5168,5850,5299,6672,5645
ego-2,4062,4358,4404,4170,4920,4478
ehn-3,0,2,1,1,0,1
ehs-1,3091,3180,3371,3178,3945,3108
eif-3.B,10972,11538,11722,10188,13426,10174
eif-3.C,11489,12401,12384,11182,14482,9707
eif-3.D,8254,8479,8325,7748,10667,7090
eif-3.E,7022,7544,7019,6840,9313,6470
eif-3.F,4959,5101,5115,5045,6354,6726
eif-3.G,4061,4291,4097,3942,5324,3851
eif-3.H,4354,4486,4536,4563,5784,5090
eif-3.I,7266,7519,7294,6731,9671,7485
eif-3.K,3215,3116,3308,3330,4522,4586
eif-6,3041,2987,3258,3388,4581,4264
elb-1,1603,1747,1679,1640,2347,2333
elc-1,1346,1476,1325,1280,1733,1508
elc-2,0,0,1,1,2,0
elo-1,9548,9945,8429,9309,12503,10299
elo-2,2942,3189,2536,2931,4151,3478
elo-3,3782,4009,4202,4142,5509,5177
elo-4,79,62,80,71,100,107
elo-5,4325,5228,3764,4587,5977,5069
elo-6,4893,6069,4161,5650,6811,6139
elo-7,7,8,3,2,4,3
elo-8,8,9,9,15,11,10
elo-9,60,65,45,67,85,61
elp-1,195,249,185,152,209,153
elt-1,1401,1563,1409,993,1367,1120
elt-2,340,371,322,305,451,324
elt-3,364,392,332,320,414,314
elt-4,15,22,15,18,28,25
elt-6,371,417,380,232,368,348
emb-4,8968,10219,9714,8187,10715,8165
emb-5,22624,23645,23567,19813,26038,18163
emb-8,5312,5652,6304,6012,7361,5661
emb-9,2119,2269,2497,2344,3263,2581
emb-27,4084,4295,4310,4024,5356,4199
emb-30,3759,4097,4218,3796,4851,3906
emo-1,4921,5205,4937,5159,7493,7739
emr-1,3462,3557,3709,3987,4936,5165
end-1,2,4,1,3,7,1
end-3,25,20,21,12,28,30
ent-1,8668,8558,8687,8873,11118,8022
eor-1,3937,4123,4117,3610,4808,4005
eor-2,1529,1577,1659,1303,1610,1071
epi-1,1616,1703,1677,1213,1594,839
epn-1,4803,4913,5130,4846,6160,4985
eps-8,1401,1571,1394,1223,1695,1365
erd-2.1,2630,2952,2794,2417,3191,3285
eri-1,2797,2819,3178,3144,3838,3386
erm-1,10391,10904,10596,10108,12697,8323
ero-1,3861,4040,4221,4013,5167,4425
F35A5.8,581,640,645,574,743,733
qars-1,6498,7232,7352,6703,8902,6995
ears-1,8659,9072,9437,8260,10473,6755
ears-2,896,960,999,898,1173,1158
etr-1,3532,3398,3676,3298,4388,3312
fos-1,557,615,540,530,625,423
evl-14,7394,8340,7890,6976,8950,6540
evl-20,695,673,811,676,943,929
exc-4,1359,1626,1585,1286,1644,1606
exc-5,612,749,660,489,678,537
exc-7,449,459,500,340,464,349
exl-1,1037,1080,1187,1243,1674,1542
exo-3,2559,2587,2915,2924,3739,3244
exp-1,12,20,16,15,17,20
exp-2,78,62,69,48,71,59
eya-1,690,675,710,446,585,561
far-1,13994,12870,15311,16100,20193,18799
far-2,43678,36090,46255,44940,60165,45778
far-3,367,284,705,886,1457,1875
far-4,15,23,13,20,19,19
far-5,98,73,109,115,135,155
far-6,2378,1840,2221,2530,2869,2635
far-7,251,254,215,192,228,211
far-8,1854,1661,1851,2078,2731,2538
fat-1,19061,20268,18424,20581,26129,24677
fat-2,49673,54263,38898,40960,55473,45549
fat-3,5411,6161,5205,5916,7058,6781
fat-4,16118,17902,13629,13371,18122,16757
fat-5,1508,1666,1340,2137,2738,2762
fat-6,14105,15138,11775,10990,14920,13277
fat-7,399,397,331,516,703,606
fax-1,9,8,13,5,17,7
fbf-1,1006,1077,1388,1058,1503,1311
fbf-2,802,849,972,878,1155,1180
fbl-1,333,392,323,258,325,307
fbp-1,2763,2732,2971,3333,4404,4021
fce-1,3372,3675,3854,3556,4603,4836
fce-2,908,942,1008,955,1247,1117
feh-1,90,107,102,74,103,86
fem-1,2612,2724,2798,2660,3477,2693
fem-2,4705,4868,5258,5254,7048,6409
fem-3,2436,2432,2550,2832,3523,3729
fer-1,105,100,93,91,115,73
fib-1,14669,14160,15717,16358,20893,19429
fis-1,1,1,0,3,2,0
fis-2,777,788,840,873,1066,1053
fkb-1,3591,3816,3797,3502,5106,4686
fkb-2,8730,8819,8501,8998,12829,12303
fkb-3,469,621,575,410,581,600
fkb-4,46,65,54,31,42,53
fkb-5,511,676,596,489,694,587
fkb-6,8996,9018,9649,8935,11878,8016
fkb-7,330,412,403,190,293,296
fkb-8,773,824,841,860,1172,1150
fkh-2,11,8,13,6,5,7
fkh-3,1340,1357,1132,1023,1472,1066
fkh-4,880,975,733,600,960,715
fkh-5,91,113,101,69,75,106
fkh-6,61,66,51,56,59,44
fkh-7,1639,1779,1666,1258,1666,1235
fkh-8,94,95,110,63,85,97
fkh-9,1263,1304,1246,1137,1493,1022
fkh-10,9,16,14,9,12,14
fli-1,5250,5478,5705,5062,6176,4670
flp-1,402,393,441,411,551,504
flp-2,63,59,59,53,91,59
flp-3,149,152,133,116,164,123
flp-4,67,61,61,58,103,68
flp-5,134,179,152,125,154,167
flp-6,673,610,599,693,833,880
flp-7,111,99,90,98,126,103
flp-8,119,120,105,118,152,149
flp-9,386,379,369,315,427,375
flp-10,434,455,381,300,446,414
flp-11,147,133,128,134,179,150
flp-12,190,189,192,189,241,221
flp-13,125,64,80,99,137,121
flp-14,501,490,479,475,600,648
flp-15,149,160,199,128,174,213
flp-16,218,214,215,175,259,228
flp-17,187,170,204,190,228,209
flp-18,378,314,348,327,399,379
flp-19,143,151,124,144,187,159
flp-20,49,58,47,51,79,64
flp-21,85,81,62,47,75,67
flr-1,188,202,148,189,241,171
flr-2,40,46,33,36,37,38
flr-4,59,66,38,66,102,64
baz-2,3306,3713,3720,2743,3635,2351
fmi-1,1288,1725,1556,649,970,779
fmo-1,65,92,70,57,70,65
fmo-2,5239,6410,2684,2027,3483,1537
fmo-3,130,117,182,186,247,301
fmo-4,687,742,640,570,688,788
fmo-5,439,457,431,335,434,433
fog-1,929,842,984,926,1255,873
fog-2,1482,1485,1749,1805,2297,2120
fog-3,22,23,9,18,26,24
fox-1,1424,1498,1399,1097,1540,1299
fre-1,2071,2150,2360,2326,2956,2361
frh-1,487,517,589,553,762,792
frk-1,19,16,10,14,21,10
frm-1,8341,8829,8469,6533,8679,4674
frm-2,1231,1292,1186,947,1215,983
frm-3,187,239,185,152,207,144
frm-4,4447,4977,5061,4685,5691,4697
frm-5.1,1734,1917,1832,1564,2071,1725
frm-7,3836,4085,3998,3281,4277,2606
frm-8,282,285,295,219,292,266
frm-9,126,112,98,102,116,63
frm-10,4001,4400,4687,4506,5341,5146
fars-1,4600,4704,5071,5006,6521,5148
fars-3,4366,4680,4666,4202,5901,3935
fsn-1,4203,4044,4547,4377,5795,4422
ftn-1,212,200,254,297,462,508
ftn-2,3250,3593,3469,4004,5412,4662
ftt-2,10729,11773,10885,9067,12927,11369
fum-1,8166,8537,8405,8493,11840,8912
fut-1,338,359,312,322,401,396
fut-2,7,4,4,3,11,10
fut-4,26,23,27,23,32,17
fut-8,253,280,230,271,329,305
fzo-1,3729,3813,4171,3769,4850,4038
fzr-1,3732,3979,4365,3638,4620,3663
fzy-1,10234,10511,10509,9644,13013,9878
gab-1,23,27,17,18,25,17
gad-1,6516,6827,7120,6660,8729,7060
xnd-1,5906,5711,6909,6498,8065,5510
gap-1,110,124,104,78,105,79
gap-2,2343,2494,2763,2307,2774,1951
gar-1,53,52,42,36,58,32
gar-2,90,72,72,51,70,55
gar-3,72,68,57,34,64,56
gas-1,2062,2229,2126,2144,2685,2071
gbh-1,471,477,503,478,606,574
gbh-2,542,624,572,617,799,742
gck-1,3711,3609,3610,3308,4437,3153
gcs-1,4434,4652,4705,4333,5818,4062
gcy-1,5,3,3,1,2,2
gcy-2,1,3,1,0,0,0
gcy-3,2,2,0,0,0,0
gcy-4,3,3,6,8,3,1
gcy-5,18,13,14,14,21,9
gcy-6,15,19,15,8,12,13
gcy-7,5,6,2,4,4,3
gcy-8,55,64,56,46,61,56
gcy-9,112,116,98,51,108,81
gcy-11,253,259,216,139,245,166
gcy-12,1523,1588,1451,1410,1847,1340
gcy-13,7,3,3,2,6,6
gcy-14,1,2,2,3,3,2
gcy-15,46,51,48,39,66,40
gcy-17,8,3,4,2,3,6
gcy-18,96,98,105,99,127,95
gcy-19,370,378,346,224,285,240
gcy-20,12,19,11,11,10,19
gcy-21,117,131,122,68,117,105
gcy-22,165,163,152,77,128,100
gcy-23,73,64,48,39,75,57
gcy-25,4,2,12,4,6,3
gcy-27,3,5,7,1,3,2
gcy-31,33,51,35,20,39,28
gcy-32,11,7,13,13,11,9
gcy-33,38,41,38,35,47,44
gcy-34,4,12,8,4,3,3
gcy-35,49,45,40,30,50,43
gcy-36,44,68,46,21,34,35
gcy-37,23,33,41,12,25,24
gdi-1,16051,16655,16070,14692,20337,14084
gei-1,627,690,665,548,762,496
gei-3,1470,1461,1338,1229,1605,889
gei-4,6780,7200,6814,5428,7326,5714
lin-66,6969,6927,6862,5570,7720,5071
gei-6,4437,4652,4854,4090,5232,3369
icl-1,16638,18353,12718,14171,16039,10256
gei-8,3280,3350,3456,2788,3497,2179
acdh-13,1633,1662,1738,1648,2248,2087
snpc-4,5495,5726,5935,5103,6627,4308
meg-3,3710,3578,4330,4038,5045,3434
gei-13,167,243,158,163,144,106
gei-14,3022,2973,3405,3289,4188,2972
gei-15,147,146,157,148,211,169
gei-17,7528,7502,8230,7275,9350,6853
gei-18,2,5,7,4,14,4
gem-4,1310,1419,1479,1103,1365,1374
ges-1,878,908,835,1062,1454,986
gex-2,3593,3983,3776,3183,4211,2651
gex-3,4400,4523,4733,4363,5755,5005
gfi-1,2293,2798,2352,3029,4230,1913
gfi-2,6809,6730,7281,7439,8986,7730
gfi-3,2198,2264,2275,1687,2172,1673
nrde-4,5568,5980,5770,5366,7009,5217
gfl-1,1601,1574,1675,1719,2287,2213
ggr-1,18,13,19,15,20,12
ggr-2,19,16,28,17,21,10
ggr-3,21,34,34,23,22,17
gip-1,3545,3976,3835,3153,4458,3178
C45G3.3,510,558,601,588,784,769
glc-1,757,785,682,764,1010,860
glc-2,104,84,98,92,123,108
glc-3,13,18,14,20,12,15
glc-4,96,90,84,69,110,98
gld-1,33932,32490,34203,35721,45181,30747
gld-2,10351,10273,10494,9961,12623,8827
gld-3,13932,13988,15015,15078,18981,12497
glh-1,10525,10039,11060,11311,13825,9444
glh-2,8126,7611,8563,8562,10718,7262
glh-3,2515,2645,2847,2753,3635,3401
glh-4,4776,4704,5368,5295,6554,5463
gln-1,676,703,701,609,866,805
gln-2,8,13,11,12,12,6
gln-3,1596,1914,1796,1928,2619,2547
gln-4,1,4,8,3,3,5
gln-5,10659,10087,11740,11780,15416,12636
gln-6,24910,24465,27197,28278,37676,31331
R07B1.8,9,9,6,1,5,2
glp-1,9721,9498,10590,9494,12424,7550
glr-1,30,42,29,17,33,32
glr-2,49,73,38,46,59,59
glr-3,9,7,5,6,6,10
glr-4,138,175,129,113,150,130
glr-5,80,90,80,52,96,67
glr-6,281,310,311,222,297,225
glr-7,16,35,17,13,28,18
glr-8,25,18,18,11,18,11
glt-1,1300,1458,1261,1032,1601,1118
glt-3,93,107,78,83,109,106
glt-4,275,295,277,220,288,254
glt-5,142,145,114,102,165,159
glt-6,23,30,21,23,31,33
glt-7,22,15,25,20,33,21
gly-1,12,5,5,1,7,4
gly-2,253,274,233,232,304,311
gly-3,3967,4004,4344,4327,5488,4779
gly-4,1757,1777,1892,1677,2418,2419
gly-5,3008,3174,3465,3389,4312,3910
gly-6,516,630,575,504,645,634
gly-7,4280,4288,4696,4643,5928,5381
gly-8,245,327,405,246,388,437
gly-10,3508,3390,3963,3730,4545,3932
gly-11,313,363,410,362,431,362
gly-12,182,168,173,148,181,153
gly-13,729,782,808,789,996,913
gly-14,164,166,172,171,218,157
gly-15,23,27,26,19,44,27
gly-16,5,1,0,0,0,0
gly-17,2,0,0,0,0,0
gly-18,11,13,16,17,22,18
gly-19,229,247,201,191,267,242
gly-20,6066,6040,7122,7247,8992,9508
gna-1,206,244,249,169,233,243
gna-2,5883,5968,7205,7301,9317,8954
goa-1,8133,8911,8966,8031,9801,8759
gob-1,1229,1260,1432,1407,1645,1841
gon-1,417,507,443,396,522,362
gon-2,1615,1866,1666,1428,1870,1099
gon-4,6346,6488,6682,5454,7368,4777
gop-1,1352,1419,1500,1434,1821,1832
gop-2,2547,2518,2798,2744,3531,3729
gop-3,2748,2840,2989,2920,3696,3616
gpa-1,52,51,56,53,73,63
gpa-2,18,21,19,20,19,15
gpa-3,28,31,18,17,25,22
gpa-4,196,177,202,167,185,196
gpa-5,3,4,2,4,4,4
gpa-6,8,9,5,7,4,3
gpa-7,202,219,173,147,201,194
gpa-8,3,6,6,5,5,5
gpa-9,41,49,42,37,55,52
gpa-10,19,26,31,15,28,32
gpa-11,13,8,13,8,12,7
gpa-12,83,94,91,83,123,125
gpa-13,30,29,23,27,34,32
gpa-14,22,18,25,30,27,30
gpa-15,51,63,49,41,58,76
gpa-16,2676,2848,2956,2857,3572,3504
gpb-1,10086,10434,10309,9018,11695,9200
gpb-2,485,490,539,403,484,490
gpc-1,19,31,15,27,33,39
gpc-2,1606,1721,1562,1381,2089,2017
gpd-1,13207,13102,13956,14539,20515,13921
gpd-2,3288,3558,3380,3188,4651,3419
gpd-3,4132,4245,4004,3772,5490,3977
gpd-4,6461,6506,6916,7132,9790,6952
gpn-1,55,72,62,55,83,75
gpr-1,1262,1503,1364,1199,1562,1147
gpr-2,1538,1658,1611,1472,1904,1462
grd-1,25,43,56,29,31,33
grd-2,13,22,17,8,10,13
grd-3,40,69,66,28,58,53
grd-4,8,6,10,9,16,25
grd-5,95,193,160,103,183,195
grd-6,54,107,55,15,35,31
grd-7,8,10,7,6,8,8
grd-8,0,1,3,0,0,0
grd-9,1,4,4,1,4,0
grd-10,39,68,51,23,51,45
grd-11,25,26,18,22,21,14
grd-12,24,22,18,9,14,19
grd-13,45,83,39,33,51,46
grd-14,57,108,64,33,70,88
grd-15,4,5,1,3,6,5
grd-16,14,15,12,15,6,19
grd-17,1,2,3,1,4,2
grh-1,88,130,116,75,85,101
grk-1,1623,1793,1862,1768,2092,1751
grk-2,514,553,569,510,663,620
grl-1,40,45,29,22,46,27
grl-2,4,12,5,6,9,4
grl-3,0,2,0,0,1,3
grl-4,110,140,116,94,177,163
grl-5,35,66,42,11,35,68
grl-6,4,5,3,5,5,3
grl-7,81,179,71,55,90,143
grl-8,29,29,35,16,39,23
grl-9,0,3,2,5,4,3
grl-10,192,216,186,165,212,233
grl-11,5,12,12,2,5,6
grl-12,3,5,1,1,3,4
grl-13,7,2,1,1,6,2
grl-14,26,30,28,20,21,23
grl-15,50,71,57,31,39,96
grl-16,281,536,378,199,329,344
grl-17,40,37,28,20,38,29
grl-18,39,21,23,26,41,28
grl-19,1,2,0,0,4,1
grl-20,1,0,5,1,4,3
grl-21,65,77,62,21,59,57
grl-22,14,10,8,17,40,31
grl-23,1,2,2,0,1,0
grl-24,0,2,1,0,1,1
grl-25,7,15,11,9,15,12
grl-26,13,15,15,15,13,18
grl-27,21,30,18,15,26,15
grl-28,3,1,2,0,2,0
grl-29,1,0,0,1,0,1
grl-30,6,9,8,5,5,5
gro-1,1048,1164,1282,1135,1457,1482
grp-1,4233,4168,4527,4309,5308,4986
gars-1,5823,6038,6505,6059,7972,5374
gsa-1,372,482,468,312,380,311
gsk-3,3396,3770,3681,3154,3904,3694
gsp-1,8079,8325,8877,8363,10549,8839
gsp-2,19430,20554,19680,18972,25457,24486
gst-1,5551,5606,6113,6030,8330,8433
gst-2,5,6,5,1,12,6
gst-3,21,32,22,18,31,22
gst-4,90,124,74,129,144,142
gst-5,611,653,607,541,669,807
gst-6,110,136,122,130,175,223
gst-7,4568,4674,4829,4995,6883,6750
gst-8,4,11,5,1,5,6
gst-9,11,20,17,15,19,26
gst-10,99,118,110,97,185,167
gst-11,22,23,20,13,21,15
gst-12,13,17,14,15,19,25
gst-13,253,320,272,333,503,529
gst-14,1,4,7,4,4,3
gst-15,26,18,27,20,33,19
gst-16,70,94,97,79,86,97
gst-17,6,2,6,3,3,3
gst-18,3,5,9,5,5,3
gst-19,3,4,3,6,9,18
gst-20,182,224,200,106,181,201
gst-21,38,33,32,26,35,42
gst-22,168,171,145,182,266,247
