wormbase_gene,Nr35.counts,Nr36.counts,Nr37.counts,Nr38.counts
WBGene00015394,2,1,2,0
WBGene00007284,995,917,793,910
WBGene00015405,1723,1574,1314,1764
WBGene00015407,224,159,170,180
WBGene00015408,124,97,111,78
WBGene00015409,28,35,27,28
WBGene00007285,56,41,49,51
WBGene00007286,424,421,435,474
WBGene00007288,20,13,10,23
WBGene00007289,0,0,0,2
WBGene00007290,2019,1906,1825,2110
WBGene00007292,0,0,2,0
WBGene00007293,0,0,0,0
WBGene00007294,0,0,0,0
WBGene00007295,118,121,96,107
WBGene00015414,0,1,0,1
WBGene00015416,3,0,5,0
WBGene00015417,0,0,1,0
WBGene00015439,0,2,2,1
WBGene00015433,58,62,50,64
WBGene00015434,354,278,264,289
WBGene00015435,19,22,21,25
WBGene00015436,0,0,1,0
WBGene00015425,2675,2509,2208,2585
WBGene00015427,19,16,19,17
WBGene00015421,2,0,1,1
WBGene00015422,0,0,0,1
WBGene00015423,127,115,108,115
WBGene00015424,0,1,0,2
WBGene00015428,0,0,0,0
WBGene00015430,131,110,94,105
WBGene00045270,15,12,16,12
WBGene00015442,7,7,2,5
WBGene00007297,1748,1640,1543,1617
WBGene00077685,0,1,0,0
WBGene00007299,185,168,151,232
WBGene00007300,3,1,2,1
WBGene00007301,80,69,70,67
WBGene00007302,295,224,219,222
WBGene00015444,0,1,0,0
WBGene00015450,1425,1289,1265,1465
WBGene00015451,1028,974,881,1034
WBGene00007309,113,115,117,132
WBGene00007306,1,0,1,0
WBGene00007308,6,9,2,14
WBGene00015458,9,11,3,5
WBGene00015459,0,0,0,0
WBGene00077489,2,0,1,1
WBGene00015453,3,4,9,5
WBGene00015454,1344,1124,1178,1327
WBGene00015455,5,8,3,10
WBGene00015456,59,62,48,80
WBGene00015457,22,9,13,11
WBGene00007311,1,0,0,3
WBGene00007312,281,318,350,366
WBGene00007315,1112,1079,817,862
WBGene00007317,656,561,554,617
WBGene00196216,21,20,22,26
WBGene00197473,11,8,15,15
WBGene00007319,2,2,1,4
WBGene00045242,2,3,0,3
WBGene00007320,0,3,1,2
WBGene00007321,97,93,77,102
WBGene00007322,35,36,35,28
WBGene00007324,235,184,208,246
WBGene00007329,15442,14658,12591,15014
WBGene00007330,5525,5039,4590,5340
WBGene00007332,15222,15441,15777,16822
WBGene00007334,278,260,220,308
WBGene00086567,0,1,0,0
WBGene00007335,4,8,4,2
WBGene00007336,691,578,554,649
WBGene00007337,3,1,0,0
WBGene00007338,20,23,20,19
WBGene00015460,1391,1414,1126,1428
WBGene00015462,1705,1465,1283,1661
WBGene00015464,3940,3508,3253,3419
WBGene00015465,29,21,24,29
WBGene00007325,55,41,37,26
WBGene00007326,5,4,2,2
WBGene00007327,87,90,79,75
WBGene00015480,1598,1244,1366,1366
WBGene00015481,6064,5742,5487,6200
WBGene00015488,267,217,178,281
WBGene00015483,421,408,321,435
WBGene00015485,2213,1954,1767,2165
WBGene00015486,3260,3025,2542,2993
WBGene00007339,189,175,175,191
WBGene00007340,305,270,235,244
WBGene00014666,968,913,932,891
WBGene00007341,233,180,136,239
WBGene00007342,107,94,103,121
WBGene00044029,16,8,14,13
WBGene00015470,6589,6090,6165,6667
WBGene00015469,1221,1123,1056,1207
WBGene00015472,1066,1019,1041,958
WBGene00015473,4,2,1,2
WBGene00015474,641,615,656,727
WBGene00015476,134,151,108,121
WBGene00015493,0,0,0,1
WBGene00015494,697,574,604,589
WBGene00015495,12,10,11,12
WBGene00015496,66,58,54,56
WBGene00015491,32,34,25,31
WBGene00015489,2,1,1,1
WBGene00007343,159,84,106,74
WBGene00007344,82,41,58,28
WBGene00007345,21,11,15,13
WBGene00007347,250,185,225,199
WBGene00007348,676,662,638,794
WBGene00007349,146,133,109,159
WBGene00007351,191,192,164,194
WBGene00050939,2,1,3,8
WBGene00007353,29,42,29,51
WBGene00007354,4,3,6,2
WBGene00007356,4,1,1,1
WBGene00044235,0,0,1,0
WBGene00007357,228,180,204,190
WBGene00007359,0,0,0,2
WBGene00044414,24,29,31,45
WBGene00015500,11,7,7,4
WBGene00015501,8414,7749,6851,8560
WBGene00015504,3721,3562,3441,3827
WBGene00015505,1780,1700,1478,1859
WBGene00015507,2020,1814,1638,1968
WBGene00015511,5,4,6,9
WBGene00015516,6,5,4,4
WBGene00015517,290,202,181,203
WBGene00007360,1,0,0,0
WBGene00007365,837,744,818,1003
WBGene00007366,97,68,69,93
WBGene00007373,0,0,0,0
WBGene00007368,286,310,253,236
WBGene00007372,2531,2292,2188,2450
WBGene00044169,40,23,26,19
WBGene00007374,29,29,19,21
WBGene00007375,94,83,74,78
WBGene00007377,3,4,7,8
WBGene00014668,13,8,8,7
WBGene00007379,1,0,0,0
WBGene00007380,0,1,0,0
WBGene00007381,0,1,3,0
WBGene00007382,1,0,0,1
WBGene00007383,0,0,0,0
WBGene00015518,475,442,428,537
WBGene00015526,53,61,51,67
WBGene00015522,50,41,58,53
WBGene00015524,2444,2353,2183,2472
WBGene00015527,63,44,49,43
WBGene00015528,0,1,0,1
WBGene00015529,413,416,349,467
WBGene00044579,0,1,0,3
WBGene00015530,0,0,0,0
WBGene00015531,36,26,21,37
WBGene00015534,0,1,0,0
WBGene00015537,22,21,19,7
WBGene00015539,326,293,239,296
WBGene00015541,1293,1155,1034,1205
WBGene00015544,46,40,55,26
WBGene00015545,766,618,694,628
WBGene00015546,59,46,67,54
WBGene00015549,12,7,3,10
WBGene00015550,0,0,1,0
WBGene00015551,3713,3219,3085,3228
WBGene00015552,2214,1893,1780,2118
WBGene00015554,498,485,405,513
WBGene00015557,4035,3738,3074,3835
WBGene00015558,15,16,15,28
WBGene00044446,4,6,4,5
WBGene00007386,1189,1123,957,1149
WBGene00007391,1001,879,803,887
WBGene00007394,472,467,452,441
WBGene00044795,63,58,45,69
WBGene00015560,9,5,2,11
WBGene00015561,3854,3402,3647,3961
WBGene00007397,29,25,20,23
WBGene00007398,21,14,8,16
WBGene00007406,1,2,1,4
WBGene00043994,96,82,58,85
WBGene00044227,21,12,15,16
WBGene00007401,22,25,28,22
WBGene00007405,271,228,236,249
WBGene00007407,1,1,1,1
WBGene00007408,2,2,1,6
WBGene00007409,383,337,421,335
WBGene00007410,13,8,11,13
WBGene00007411,6,2,1,1
WBGene00015566,124,94,101,77
WBGene00015569,1657,1454,1262,1573
WBGene00044673,4,3,1,2
WBGene00015564,0,0,2,0
WBGene00015565,4661,4594,5142,5327
WBGene00007420,23,28,28,23
WBGene00007414,234,202,204,238
WBGene00007415,2,1,1,1
WBGene00007418,10,7,5,4
WBGene00007419,222,211,240,265
WBGene00015570,23,23,25,27
WBGene00015572,0,0,0,0
WBGene00015573,1,5,4,3
WBGene00015578,13,6,6,4
WBGene00015576,14,12,3,9
WBGene00007421,88,75,78,87
WBGene00015579,581,607,516,771
WBGene00015581,5451,5068,4277,5325
WBGene00015582,10,13,30,28
WBGene00044773,1106,988,854,1005
WBGene00015583,2,1,7,5
WBGene00007436,5542,5237,4822,5647
WBGene00007430,187,204,186,191
WBGene00007431,160,147,111,115
WBGene00044044,0,0,1,0
WBGene00007423,25,34,20,27
WBGene00007424,124,130,101,130
WBGene00007426,1,0,3,1
WBGene00007427,1,0,0,0
WBGene00007429,1123,1032,968,1129
WBGene00015592,37,27,31,37
WBGene00015593,0,0,0,0
WBGene00015605,1,0,0,0
WBGene00044415,0,1,0,0
WBGene00044416,0,0,0,0
WBGene00007437,7,1,6,7
WBGene00077692,4,4,7,11
WBGene00119201,0,1,0,1
WBGene00007438,0,0,1,0
WBGene00007439,0,0,0,0
WBGene00007440,91,53,65,87
WBGene00007441,0,0,0,0
WBGene00007442,0,0,0,0
WBGene00050891,0,0,0,0
WBGene00015613,767,712,640,798
WBGene00044417,162,138,110,159
WBGene00015610,522,495,435,491
WBGene00015611,17,16,28,22
WBGene00007450,116,104,101,108
WBGene00007457,0,4,1,3
WBGene00007459,299,289,407,368
WBGene00007460,222,188,234,224
WBGene00045069,0,0,0,0
WBGene00007451,0,0,0,0
WBGene00007452,17,9,15,19
WBGene00007454,14,17,12,23
WBGene00007444,7336,6647,6187,7164
WBGene00007445,2944,2827,2872,3077
WBGene00007448,7,9,5,7
WBGene00007449,133,149,73,302
WBGene00015614,0,1,0,0
WBGene00015616,5,3,5,5
WBGene00015618,7,9,7,6
WBGene00044418,25,23,23,23
WBGene00015619,245,227,207,219
WBGene00015620,462,385,387,374
WBGene00007462,42,25,34,21
WBGene00007474,199,218,216,236
WBGene00086566,1122,1064,877,1127
WBGene00015621,331,297,289,319
WBGene00015622,42,28,30,22
WBGene00015623,451,411,369,462
WBGene00015624,419,341,278,326
WBGene00015625,22,17,20,14
WBGene00015626,16,17,10,21
WBGene00015627,1,0,3,0
WBGene00015629,1,0,0,2
WBGene00015630,2,1,0,2
WBGene00015632,988,821,843,849
WBGene00015633,657,639,622,574
WBGene00015634,10,7,11,11
WBGene00015635,10696,9732,9135,10314
WBGene00015636,1,1,0,0
WBGene00044295,3,5,1,5
WBGene00015638,752,692,570,641
WBGene00015639,8,13,12,6
WBGene00015640,50,49,55,63
WBGene00015641,641,655,576,724
WBGene00015642,2130,2095,1849,2318
WBGene00015644,1794,1550,1843,1773
WBGene00007476,537,469,421,575
WBGene00007482,28,19,23,18
WBGene00007483,6,11,9,5
WBGene00015647,1211,1047,1095,1090
WBGene00015649,14,20,12,12
WBGene00007478,9,3,7,5
WBGene00007479,5678,5347,5343,6108
WBGene00007484,6,3,3,8
WBGene00007485,1,2,4,1
WBGene00007486,164,139,139,124
WBGene00007487,48,53,48,57
WBGene00044470,1,1,1,3
WBGene00015655,0,2,0,0
WBGene00044001,235,224,213,312
WBGene00007489,14,6,7,13
WBGene00007492,2710,2715,2704,2885
WBGene00007494,6,5,16,6
WBGene00007495,30,18,19,27
WBGene00007497,22,12,16,20
WBGene00007499,836,827,807,991
WBGene00007503,7,3,6,4
WBGene00015662,25,21,18,23
WBGene00050957,68,82,82,73
WBGene00015663,1,0,0,1
WBGene00015664,66,53,61,78
WBGene00015665,34,35,32,38
WBGene00015667,16,9,17,20
WBGene00015668,3,4,3,7
WBGene00045456,10,15,10,14
WBGene00015670,300,278,256,279
WBGene00015671,413,315,315,352
WBGene00007506,83,87,68,96
WBGene00007511,11,4,6,7
WBGene00007512,0,0,0,0
WBGene00007515,98,79,77,88
WBGene00015672,9,16,10,3
WBGene00015673,52,38,45,44
WBGene00015674,17,13,10,11
WBGene00015675,6,10,5,5
WBGene00015679,177,96,134,109
WBGene00015685,1,1,2,0
WBGene00015690,0,1,1,1
WBGene00015686,878,877,707,852
WBGene00015681,16,9,10,8
WBGene00015682,0,4,6,2
WBGene00015683,1376,1653,1027,2438
WBGene00015684,3290,3123,2283,3005
WBGene00015696,0,2,1,3
WBGene00015701,75,54,59,74
WBGene00015702,1848,1714,1526,1854
WBGene00015703,1226,1090,1050,1177
WBGene00007520,894,660,724,739
WBGene00007521,103,100,80,89
WBGene00007522,4,1,4,3
WBGene00007525,81,49,83,82
WBGene00007523,5,2,2,1
WBGene00007528,363,352,313,388
WBGene00007529,1068,938,899,940
WBGene00007530,12,3,6,15
WBGene00007531,138,110,117,123
WBGene00023500,1476,1278,1456,1300
WBGene00015713,9955,9263,9519,10970
WBGene00015714,15,13,13,15
WBGene00015715,1,0,1,1
WBGene00015711,6,8,6,7
WBGene00015706,24,20,20,24
WBGene00015707,5,1,5,3
WBGene00015708,5,4,6,2
WBGene00015710,29,30,26,32
WBGene00007540,0,2,0,1
WBGene00007542,0,1,3,4
WBGene00007538,0,0,0,0
WBGene00015728,88,85,93,85
WBGene00015729,16,19,16,27
WBGene00015718,1,0,1,1
WBGene00015726,0,0,0,0
WBGene00015727,0,0,0,0
WBGene00044547,3,1,0,0
WBGene00015719,1,0,0,0
WBGene00015720,4,1,8,0
WBGene00015721,0,0,0,0
WBGene00015722,3,3,2,0
WBGene00015723,1,0,0,0
WBGene00015724,0,0,0,0
WBGene00015725,0,0,0,1
WBGene00007545,5820,5790,5447,6577
WBGene00015731,0,0,0,0
WBGene00015733,484,449,431,503
WBGene00007552,263,181,206,210
WBGene00007548,248,195,210,227
WBGene00007550,292,282,282,272
WBGene00007551,41,36,38,41
WBGene00015740,383,338,265,296
WBGene00015741,67,42,44,67
WBGene00015744,741,693,631,781
WBGene00015745,2441,2386,2240,2496
WBGene00015746,2187,1973,1585,2056
WBGene00007553,92,98,102,124
WBGene00015747,2077,1941,1922,2262
WBGene00015748,195,158,146,160
WBGene00015750,21,16,13,10
WBGene00015751,66,43,35,44
WBGene00050944,413,452,378,481
WBGene00007562,564,486,497,506
WBGene00007563,5,3,3,5
WBGene00007557,160,143,165,170
WBGene00007558,157,106,102,114
WBGene00007559,1,0,1,2
WBGene00007560,188,140,209,196
WBGene00050955,0,0,0,0
WBGene00050956,0,0,0,0
WBGene00007567,2,2,1,3
WBGene00007569,0,1,0,0
WBGene00007570,0,2,0,0
WBGene00007571,0,0,0,0
WBGene00007572,0,0,0,0
WBGene00007573,2377,2211,2110,2443
WBGene00007574,494,454,444,506
WBGene00007579,999,897,750,942
WBGene00007580,5082,4859,4591,5285
WBGene00007583,946,821,762,846
WBGene00015755,755,870,685,1354
WBGene00015753,154,80,112,109
WBGene00015754,4672,4310,3930,4446
WBGene00007584,1,2,1,2
WBGene00007585,680,570,550,700
WBGene00007588,18341,17259,16903,19853
WBGene00015765,3,5,2,5
WBGene00015766,601,507,462,555
WBGene00015768,117,100,114,114
WBGene00015769,213,206,173,293
WBGene00015763,3,3,1,4
WBGene00015764,1,0,0,0
WBGene00015756,707,711,725,783
WBGene00015757,0,0,0,1
WBGene00015759,1285,1318,1402,1555
WBGene00015760,0,1,0,0
WBGene00015761,0,0,0,0
WBGene00015762,0,1,2,3
WBGene00015770,0,1,0,3
WBGene00015772,0,0,2,2
WBGene00015773,0,0,0,1
WBGene00015774,1,0,0,0
WBGene00015775,0,2,0,0
WBGene00044562,2,1,2,1
WBGene00015780,845,855,732,808
WBGene00015781,619,574,618,673
WBGene00015782,4,19,3,14
WBGene00007592,4093,3405,2973,3476
WBGene00007593,2560,2177,2143,2156
WBGene00007597,5,4,1,2
WBGene00007598,182,166,177,199
WBGene00007599,316,272,264,294
WBGene00007595,35,37,32,19
WBGene00015783,137,80,98,127
WBGene00015784,8,3,4,3
WBGene00015785,1,0,0,0
WBGene00015786,102,113,77,79
WBGene00015788,59,71,60,70
WBGene00044573,8,13,4,10
WBGene00007600,226,177,231,222
WBGene00007601,10,12,6,18
WBGene00007602,2828,2839,2627,3046
WBGene00007603,768,749,647,770
WBGene00015790,96,68,85,75
WBGene00015791,943,873,840,932
WBGene00015792,16,7,8,11
WBGene00015793,499,440,437,461
WBGene00007606,2069,1828,1517,1951
WBGene00007607,21,15,17,27
WBGene00007608,5,5,7,6
WBGene00007609,363,395,370,500
WBGene00045460,15,7,12,16
WBGene00015794,170,123,116,129
WBGene00015795,62,34,52,41
WBGene00015796,155,111,116,137
WBGene00015797,47,48,47,51
WBGene00007613,0,0,0,0
WBGene00007618,0,0,0,0
WBGene00007619,48,40,38,48
WBGene00077576,0,1,0,0
WBGene00007610,0,0,0,0
WBGene00007611,2,3,0,0
WBGene00015805,72,71,101,93
WBGene00015798,9,5,15,8
WBGene00015799,6,7,8,2
WBGene00015800,1510,1427,1310,1437
WBGene00015801,900,810,790,895
WBGene00015803,1509,1454,1555,1581
WBGene00015815,4124,3745,3352,3944
WBGene00015816,433,450,438,458
WBGene00015817,5023,4696,4451,5184
WBGene00015818,523,536,444,591
WBGene00015820,2,2,2,3
WBGene00015807,442,371,330,435
WBGene00015809,4723,4390,3650,4476
WBGene00015810,3342,3448,3504,3636
WBGene00015811,2812,2540,1979,2761
WBGene00015822,64,50,45,39
WBGene00015823,674,705,695,773
WBGene00015824,338,320,294,332
WBGene00007622,1351,1197,1236,1338
WBGene00007632,12,21,10,16
WBGene00007623,1455,1331,1158,1389
WBGene00007625,2185,2124,2083,2294
WBGene00007628,614,562,468,631
WBGene00007629,13,6,8,11
WBGene00007621,2956,2751,2265,2942
WBGene00015825,0,0,0,0
WBGene00044359,11,9,12,11
WBGene00015848,0,0,0,0
WBGene00015849,341,306,324,406
WBGene00015850,323,298,280,321
WBGene00015851,97,109,97,95
WBGene00015852,290,239,210,276
WBGene00015853,1377,1221,1062,1300
WBGene00015854,1,2,2,0
WBGene00015855,2,5,2,2
WBGene00015856,0,0,0,0
WBGene00015842,591,523,488,592
WBGene00015843,267,235,201,234
WBGene00015845,1,1,0,0
WBGene00015846,0,1,0,0
WBGene00015847,0,0,0,0
WBGene00007633,4,5,5,0
WBGene00007634,13,8,10,5
WBGene00007636,0,0,0,0
WBGene00015857,70,39,49,30
WBGene00015858,4,5,3,4
WBGene00015859,130,90,95,115
WBGene00015860,41,40,39,14
WBGene00015861,119,92,118,110
WBGene00015863,2,0,3,0
WBGene00015864,2,1,2,2
WBGene00015865,108,59,70,75
WBGene00015866,918,882,786,943
WBGene00015868,2572,2421,2322,2711
WBGene00015870,0,0,0,0
WBGene00015871,0,0,0,0
WBGene00015872,0,0,0,0
WBGene00015875,0,0,0,0
WBGene00015884,4,1,0,2
WBGene00015886,0,0,0,0
WBGene00015876,11,12,6,11
WBGene00015877,0,1,0,0
WBGene00015878,0,0,0,1
WBGene00015879,17,16,13,15
WBGene00015882,0,1,2,0
WBGene00015883,0,0,0,0
WBGene00015887,4428,4183,3904,4356
WBGene00015893,0,1,0,0
WBGene00015895,0,0,0,0
WBGene00015896,40,39,51,36
WBGene00015888,0,0,0,0
WBGene00015889,21,15,13,13
WBGene00015890,9,3,7,7
WBGene00015891,3,6,3,6
WBGene00015892,0,1,0,0
WBGene00007638,0,0,0,0
WBGene00007639,2,0,3,3
WBGene00007640,2679,2569,2525,2810
WBGene00086552,0,0,1,1
WBGene00007641,62,73,86,117
WBGene00007647,4355,3796,3236,3843
WBGene00044236,355,285,263,315
WBGene00007642,3868,3410,2648,3358
WBGene00007644,119,104,101,144
WBGene00007645,3666,3330,2919,3665
WBGene00015905,103,139,122,201
WBGene00015906,80,63,58,80
WBGene00015899,1947,1921,1572,1942
WBGene00015903,978,1030,982,1102
WBGene00015907,0,0,0,0
WBGene00015908,0,0,0,2
WBGene00044373,1,2,4,1
WBGene00044374,0,3,0,2
WBGene00015910,12,14,8,11
WBGene00015911,7,8,6,5
WBGene00015913,16195,17252,15466,20826
WBGene00015914,35,31,27,32
WBGene00007649,804,721,676,839
WBGene00007652,320,289,235,253
WBGene00015915,2664,2416,2228,2577
WBGene00015917,2,4,3,4
WBGene00015918,14,14,18,27
WBGene00015919,94,71,73,71
WBGene00007655,0,0,0,1
WBGene00015921,34,33,14,27
WBGene00015922,897,843,777,876
WBGene00015924,1,0,1,0
WBGene00015925,4,6,6,7
WBGene00015935,41,23,35,24
WBGene00015936,178,148,143,193
WBGene00015937,11,12,8,12
WBGene00015928,4163,4002,3542,4275
WBGene00015929,6,3,5,8
WBGene00015931,2,4,4,0
WBGene00015932,231,198,201,204
WBGene00015933,4514,3828,3773,4320
WBGene00015947,80,68,50,75
WBGene00015948,6,6,9,12
WBGene00015949,246,216,206,208
WBGene00015950,32,22,16,24
WBGene00015946,42,31,17,33
WBGene00044668,0,1,0,0
WBGene00015941,2904,2740,2190,2817
WBGene00015944,2,1,3,5
WBGene00015945,50,38,25,46
WBGene00015963,12,9,15,10
WBGene00007663,0,0,0,0
WBGene00007666,1416,1302,1312,1450
WBGene00007668,769,697,614,738
WBGene00015952,9,6,5,6
WBGene00015953,9,7,5,5
WBGene00015954,268,213,255,223
WBGene00015955,1169,1050,1183,1260
WBGene00015956,5707,5233,5448,5300
WBGene00015968,75,67,52,60
WBGene00007669,3,3,5,1
WBGene00007679,558,478,562,546
WBGene00007681,2247,2247,2105,2293
WBGene00007682,5,7,7,16
WBGene00044232,17,9,11,10
WBGene00045211,0,0,3,1
WBGene00007673,1,0,1,0
WBGene00007674,1,3,4,3
WBGene00007675,374,372,358,385
WBGene00007677,62,62,64,67
WBGene00015970,21,18,29,23
WBGene00015972,854,747,670,829
WBGene00015973,4,6,1,7
WBGene00015976,2231,2293,2034,2344
WBGene00007683,3824,3307,2951,3551
WBGene00007684,1058,1095,989,1249
WBGene00007685,649,620,602,636
WBGene00007687,253,177,175,197
WBGene00007688,0,1,1,5
WBGene00007689,365,351,329,406
WBGene00015977,48,27,28,27
WBGene00015978,7546,7155,6870,7699
WBGene00015979,0,0,0,0
WBGene00015980,21,26,22,20
WBGene00015984,14,24,22,16
WBGene00015985,1,0,0,0
WBGene00015986,2,0,1,1
WBGene00015987,0,1,0,0
WBGene00015989,238,231,214,290
WBGene00015990,0,3,1,1
WBGene00015991,18,7,18,15
WBGene00015992,5,12,5,6
WBGene00015993,128,60,108,54
WBGene00044457,38,45,43,41
WBGene00015994,0,1,1,0
WBGene00015996,6,5,9,7
WBGene00015997,0,1,1,1
WBGene00016000,2,5,2,0
WBGene00016002,5108,4796,4732,5389
WBGene00016003,6,16,22,13
WBGene00016004,560,621,547,546
WBGene00016008,4,8,11,11
WBGene00016009,246,226,194,204
WBGene00016010,8,16,9,16
WBGene00016016,3,0,2,0
WBGene00016017,18,13,19,11
WBGene00016011,3158,3085,3272,3491
WBGene00016012,77,67,65,71
WBGene00016014,10748,10053,9357,10984
WBGene00016015,7454,6703,6252,7273
WBGene00016018,1716,1620,1719,1765
WBGene00016021,1608,1500,1305,1553
WBGene00016022,3088,2471,2668,2764
WBGene00007694,498,440,376,514
WBGene00044132,153,111,117,125
WBGene00044649,9,11,4,12
WBGene00077523,0,1,0,1
WBGene00016027,11111,10256,10346,11571
WBGene00016030,810,607,772,685
WBGene00016040,9,12,5,8
WBGene00016041,11,10,7,8
WBGene00016042,1,0,0,2
WBGene00016043,0,0,0,0
WBGene00016032,10,9,7,1
WBGene00016033,889,741,886,747
WBGene00016034,192,182,163,170
WBGene00044580,1,0,0,0
WBGene00016039,4,8,0,3
WBGene00044004,140,109,136,127
WBGene00016044,68,38,52,51
WBGene00016046,385,315,373,370
WBGene00016048,7507,7279,7941,7959
WBGene00016054,5,3,0,4
WBGene00016055,1228,1134,1142,1261
WBGene00016056,128,107,105,107
WBGene00016057,1067,1062,907,1176
WBGene00007697,433,403,371,440
WBGene00016067,202,179,155,158
WBGene00016068,417,381,371,400
WBGene00016069,72,48,57,58
WBGene00016070,2,2,3,2
WBGene00007699,0,0,0,0
WBGene00007700,0,0,0,0
WBGene00007702,102,130,73,242
WBGene00016071,217,218,189,161
WBGene00016080,82,106,73,79
WBGene00044639,5,8,6,2
WBGene00016072,24,16,15,23
WBGene00016075,3,1,1,0
WBGene00016076,29,28,38,37
WBGene00016077,14,7,5,11
WBGene00007705,2444,2261,2080,2302
WBGene00007713,0,1,0,0
WBGene00077526,2135,2081,2013,2553
WBGene00016087,1003,968,969,1014
WBGene00016081,8,5,8,7
WBGene00016082,1,1,0,2
WBGene00016083,0,3,4,3
WBGene00016085,6,5,4,2
WBGene00044297,43,41,25,32
WBGene00007714,0,0,0,0
WBGene00007720,698,694,623,750
WBGene00007721,1,0,1,1
WBGene00007722,38,28,25,22
WBGene00050940,112,102,114,110
WBGene00007717,93,113,97,139
WBGene00007719,0,1,0,0
WBGene00016099,209,207,200,217
WBGene00016100,7,2,2,3
WBGene00016101,385,314,304,318
WBGene00023431,4,1,1,5
WBGene00016094,88,86,68,109
WBGene00016095,218,234,175,215
WBGene00016096,4,1,3,5
WBGene00016097,241,210,180,219
WBGene00016102,467,427,384,482
WBGene00016105,7,1,3,1
WBGene00016106,827,564,700,696
WBGene00044569,0,4,2,1
WBGene00044291,76,44,46,63
WBGene00045411,19,13,14,12
WBGene00045412,3,7,7,3
WBGene00045413,1,0,0,0
WBGene00045461,20,22,13,19
WBGene00050967,2,1,4,0
WBGene00007723,1,7,3,4
WBGene00007724,68,41,42,51
WBGene00007725,99,106,80,78
WBGene00007726,7,3,8,6
WBGene00007727,0,1,0,0
WBGene00007728,10,5,19,10
WBGene00007730,606,564,621,659
WBGene00007731,456,434,393,485
WBGene00007734,4,2,4,4
WBGene00007735,2,1,0,6
WBGene00016107,12,11,8,13
WBGene00016109,19,12,21,16
WBGene00016111,17,12,15,9
WBGene00016119,577,428,444,492
WBGene00016120,1683,1582,1366,1781
WBGene00016123,320,324,237,320
WBGene00044391,17,10,10,9
WBGene00044392,93,96,56,75
WBGene00016112,376,348,325,383
WBGene00016116,2472,2354,2115,2573
WBGene00016118,8981,8267,7959,8555
WBGene00016125,4,5,10,13
WBGene00016129,467,523,463,549
WBGene00016130,29,29,33,27
WBGene00016131,1070,906,839,1017
WBGene00016132,15,4,10,8
WBGene00016133,768,618,641,572
WBGene00016134,2158,2093,1932,2098
WBGene00016135,297,237,231,248
WBGene00016136,37,22,14,23
WBGene00077553,18,4,8,7
WBGene00007739,44,28,35,40
WBGene00007740,2,2,1,2
WBGene00007742,5,3,7,7
WBGene00007743,268,249,201,271
WBGene00007745,191,161,141,142
WBGene00007746,413,359,336,336
WBGene00023420,9,4,4,4
